p_id,reviewer,review_head,review_text,star,Positive,Negative,neutral,compound
flipkart15,Diwakar Raj,Best in the market!,Camera is awesome 👌,5,0.672,0,0.328,0.6249
flipkart15,Pradeepta Kumar Jena,Good,Network issues,3,0,0,1,0
flipkart15,Lakshmi,Value-for-money,"If we talk about the mobile it's wonderful. The biggest negatives are battery compartment, doesn't seems 4500 mah at all. Another one is the bad exynos processor which heats up a lot. Except these two cons this phone is outstanding",4,0.163,0.074,0.763,0.6369
flipkart15,Flipkart Customer,Best in the market!,At this price value for money,5,0.324,0,0.676,0.34
flipkart15,Imran Husain Khan,Good choice,Battery capacity not enough good camera performance display is also good better smooth performance,4,0.155,0.257,0.588,-0.2292
flipkart15,Mahendra Singh,Worth the money,Its a great device feels good in hand and feels premium with all the features and smooth transitions.. the only set back is battery... its really bad... 25W charging and battery backup is also low... otherwise this is pretty good device.. will add more in future,4,0.29,0,0.71,0.946
flipkart15,Vinay  Shukla,Not recommended at all,Ater 14 days heating problem..,1,0,0,1,0
flipkart15,Subhojit Kumar,Worth every penny,Nice phone,5,0.737,0,0.263,0.4215
flipkart15,Amrit Singh,Best in the market!,"One of the best phone in this segment. I got it in sale at 31 thousand (256gb, snapdragon 888).- Battery performance is good if we mobile network from 5G to 4G LTE. But at 5G network, battery performance is not good.- Supporting charger is of 25 watt only(out of the box). Samsung should provide the charger in the box at least of 45 watt.- From 5 to 100 percent it takes around 1 hour 10 minutes.- For normal usage, Phone is awesome.",5,0.116,0.035,0.849,0.7959
flipkart15,Flipkart Customer,Terrific purchase,Amazing phone,5,0.792,0,0.208,0.5859
flipkart15,Nimmi Sharma,Hated it!,Heating issue Battery drain very fastNetwork problem Mobile Hotspot not working properly,1,0,0.213,0.787,-0.4549
flipkart15,Saroj sahoo,Delightful,"One of the best camera phone,but battery backup 4-5 hrs only. Otherwise performance,display,camera was very good 😊.",4,0.33,0,0.67,0.8122
flipkart15,Wailad Sungoh,Excellent,Camera is bae and that's my top preference choising this phone at this price range.,5,0.114,0,0.886,0.2023
flipkart15,Flipkart Customer,Highly recommended,Very nice,5,0.756,0,0.244,0.4754
flipkart15,Flipkart Customer,Classy product,Good mobile,5,0.744,0,0.256,0.4404
flipkart15,Jazwanth V,Terrific,Go for it.,5,0,0,1,0
flipkart15,Jay prakash Parmar,Value-for-money,The battery is a matter of concern. The rest of the mobile is superb. screen super smooth. camera awesome.,4,0.485,0,0.515,0.9217
flipkart15,Jay Singh,Just wow!,Nice mobile best value for money search on Google My Company For Buying toys Scarch( rina toys industries Aligarh) and message me for more information,5,0.299,0,0.701,0.8555
flipkart15,Vikram Katoch,Decent product,Its Okey not bad but not as expected,3,0.216,0,0.784,0.2323
flipkart15,Sakendar ali Sahana,Super!,So hoppy,5,0,0,1,0
flipkart15,Flipkart Customer,Nice product,Phone is very good,4,0.516,0,0.484,0.4927
flipkart15,Pawandeep  Kumar,Mind-blowing purchase,Fantastic camera,5,0.783,0,0.217,0.5574
flipkart15,Mahafujilla Molla,Wonderful,Good,4,1,0,0,0.4404
flipkart15,Aman Saxena,Classy product,Good experience,5,0.744,0,0.256,0.4404
flipkart15,SuMiT RaWaT,Worth every penny,Thanks filpkart,5,0.744,0,0.256,0.4404
flipkart15,Sameer  Das,Must buy!,Osm mobile  specially  camera 8 mp telephoto lens is amazing,5,0.322,0,0.678,0.5859
flipkart15,Aryan Sharma ,Terrific purchase,"Camera, display, performance all great most valuable buy",5,0.555,0,0.445,0.8173
flipkart15,Sukanta Basak,Perfect product!,Nice phone,5,0.737,0,0.263,0.4215
flipkart15,Manojkumar Kaneri,Brilliant,Best in the market,5,0.583,0,0.417,0.6369
flipkart15,Flipkart Customer,Not recommended at all,Very bad,1,0,0.791,0.209,-0.5849
flipkart15,Hrushikesh Sahu,Worth every penny,Best phone,5,0.808,0,0.192,0.6369
flipkart15,Flipkart Customer,Classy product,Amazing phone but bettey drain so fast.Otherwise superb phone.,5,0.547,0,0.453,0.8579
flipkart15,Manoj k k,Very Good,Good,4,1,0,0,0.4404
flipkart15,Ainul Ali,Brilliant,I love Samsung phone till 2016 it's good for everything just battery is to fast drain but over all 10/9,5,0.211,0,0.789,0.5499
flipkart15,Aditya  Sikarwar ,Simply awesome,I was searching best mobile  for game processor and camera and yes this mobile  is the bestest mobile I used in my life . I loved it before this I  don't like Samsung but after use this mobile I am fam of Samsung mob it's super at this price,5,0.236,0.03,0.734,0.8932
flipkart15,Deepak  Soni,Highly recommended,Nice phone 📱📱📱📱📱,5,0.583,0,0.417,0.4215
flipkart15,Manoj  Chauhan,Pretty good,Fantastic phone,4,0.783,0,0.217,0.5574
flipkart15,Flipkart Customer,Perfect product!,Product is excellent. Thanks for your kind cooperation Flipkart.,5,0.625,0,0.375,0.875
flipkart15,SOURAV GANGULY,Very poor,Wifi not working after 3 days of use,1,0,0,1,0
flipkart15,Harsh  Sharma,Value-for-money,Its has a little heating issue. Otherwise all functions are 👌 👍,4,0,0,1,0
flipkart15,Mohammad  Rizvan,Worthless,Heating problem when use U tube then very heat,1,0,0.278,0.722,-0.4019
flipkart15,Flipkart Customer,Super!,Good products no issue really,5,0.358,0.272,0.37,0.1779
flipkart15,Praveen  Kumar,Simply awesome,"Best camera,Great display,Excellent performance, no lags in game.Best all-round mobile🔥🔥🔥",5,0.264,0.296,0.44,0.128
flipkart15,Nandakumar Muthukuru,Excellent,Very good product,5,0.615,0,0.385,0.4927
flipkart15,Roshan  SINGH,Perfect product!,Phone within 30thousand a good buy with semi -flagship features and look  perfect camera and a awesome display and no lag performance,5,0.394,0.15,0.456,0.8176
flipkart15,Ujjawal Murmu,Excellent,Phone is excellent as well as performance isBut battery is dispointing And a heating,5,0.345,0,0.655,0.7003
flipkart15,Rukbeer Singh,Wonderful,"very nice phone, living up to the expectations.",5,0.306,0,0.694,0.4754
flipkart15,Rajesh Gunda,Just okay,"I avoided chinese, but I will not recommend this mobile to others, Heating issue exists in this mobile",2,0,0.238,0.762,-0.5212
flipkart15,Flipkart Customer,Utterly Disappointed,"Poor battery backup ,heating issue,  network reception poor , Don't waste your time and money",1,0.119,0.317,0.563,-0.5951
flipkart15,Yashika Vohra,Perfect product!,Amazing product,5,0.792,0,0.208,0.5859
flipkart15,Shubham Yadav,Classy product,Excellent,5,1,0,0,0.5719
flipkart15,Flipkart Customer,Awesome,Awesome Smartphone 🥰Display Camera Performance,5,0.506,0,0.494,0.6249
flipkart15,Mizanur Khan,Really Nice,Everything is excellent 👌 but there is some heating problem. I think it will be solved by Samsung.,4,0.232,0.165,0.603,0.1154
flipkart15,Sahidul  Islam ,Fair,Ok all,3,0.688,0,0.312,0.296
flipkart15,Akash Shrivastav ,Good,Overheating  issue,3,0,0,1,0
flipkart15,Biswashree Nayak,Just wow!,it's awesome 👌,5,0.804,0,0.196,0.6249
flipkart15,Aman Kumar singh,Does the job,Well,3,1,0,0,0.2732
flipkart15,Arif  Patel,Really Nice,Performance phone.... The camera is good 1....,4,0.326,0,0.674,0.4404
flipkart15,Mohd Khursheed ,Horrible,Performance not good,5,0,0.546,0.454,-0.3412
flipkart15,Khushabu Gupta,Classy product,One of best camera is 30k,5,0.457,0,0.543,0.6369
flipkart15,Flipkart Customer,Unsatisfactory,Most hyped phone. Hype seems to be created by paid Youtuber. Heating like iron and battery is draining very fast. Need to charge thrice a day. Bad decision of buying this phone. Doesn't look premium phone bcz of plastic back.,1,0.102,0.08,0.818,0
flipkart15,Nabab Ghosh,Must buy!,People are saying over heating and battery drain issue on this phone but on my use I didn't find any. Go for it.,5,0,0,1,0
flipkart15,Sumitabh Ghosh,Best in the market!,Bought in bbd sale in just 30k (including card offer)256gb sd888 variant..this master piece is just awesome. Talking about the camera and display is of top notch performance...as expected from Samsung flagship phones,5,0.196,0,0.804,0.743
flipkart15,Flipkart Customer,Worth every penny,One of the best performance phone,5,0.457,0,0.543,0.6369
flipkart15,Pushpesh  Kumar,Just wow!,Nice,5,1,0,0,0.4215
flipkart15,Pupun Sahoo ,Nice product,Nice,4,1,0,0,0.4215
flipkart15,Flipkart Customer,Horrible,"bad quality, getting heated,  battery doesn't work more than 3-4 hours, just useless",1,0,0.364,0.636,-0.743
flipkart15,rameshkumar lakshmanaperumal,Awesome,"After using a week write a review, one of the best mobile except battery. Look and design is really awesome and overall performance is worth for Rs.30K",5,0.323,0,0.677,0.8883
flipkart15,Babansab Kaladagi,Just wow!,One of the best phone in design and look. Smooth to use with Amoled display. Just loved it 😍,5,0.336,0,0.664,0.8442
flipkart15,Asish  Singha,Terrific purchase,Excellent phone under 30k,5,0.552,0,0.448,0.5719
flipkart15,Flipkart Customer,Great product,Excellent Phone,5,0.787,0,0.213,0.5719
flipkart15,Flipkart Customer,Utterly Disappointed,Worst service ever from Flipkart and Samsung n I m recommending other phones plz don't buy this product  bcoz this is having a very bad battery experience  it drains with in 2 hours after charging 1.5 hour. Infact my poco m2 pro is giving more battery backup after 3 years usage  n still s21 fe drains faster  thn poco,1,0.062,0.132,0.805,-0.7346
flipkart15,saikat,Terrific,Worth the money invested.,5,0.388,0,0.612,0.2263
flipkart15,Dineshkumar R,Pretty good,Camera is very good even in low light it takes good picDay-to-day usuage it feels good inhand experienceConsBelow average battery lifeHeating can be feel very quick usuageNot overheating but can feel above normal,4,0.171,0.042,0.787,0.5775
flipkart15,Prem Pawar,Classy product,Nice product Value For Money 👍😊,5,0.565,0,0.435,0.6369
flipkart15,Rajesh Senapati,Wonderful,"It is one of the best budget flagship phones .  all features are best . But, 3 major problems like battery backup, heating, and network connectivity",5,0.309,0.114,0.577,0.6249
flipkart15,Flipkart Customer,Brilliant,Smooth user experience. Good performance.  Bit warm to touch sometimes,5,0.375,0,0.625,0.5859
flipkart15,Vinayak Sarda,Simply awesome,Good all over but battery life is not that good,4,0.149,0.238,0.613,-0.2867
flipkart15,Amrit yadav,Super!,Camera is very good 👍,5,0.516,0,0.484,0.4927
flipkart15,suresh kumar bishnoi,Terrific purchase,Nice Phone Thank You #Samsung,5,0.639,0,0.361,0.6486
flipkart15,Darshan  Solanki ,Classy product,Good performance phone,5,0.592,0,0.408,0.4404
flipkart15,Budhindra Kumai,Delightful,"Apart from the battery, everything is good for the price",4,0.244,0,0.756,0.4404
flipkart15,Andul Majeed ,Really Nice,Ok,4,1,0,0,0.296
flipkart15,Raman Verma,Brilliant,Very good product 👌 Battery backup Kam ha but camera and performance is good and display is very good 👌,5,0.469,0,0.531,0.9077
flipkart15,Yaseen khan Pathan,Good,"Above average camera,low battery life, heating issues.",3,0,0,1,0
flipkart15,Akshay Kendre,Great product,"User experience with S21 fe 5G is great Display is fantastic The camera is goodIn hand, feel Overall, great deal at 33k",5,0.455,0,0.545,0.9432
flipkart15,Flipkart Customer,Good,"Off course camera is just awesome but biggest disappointment is its battery .you will notice it's battery going down drastically beyond imagination. My 4 year old Realme had same 4000 Mah battery but it is way better even after 4 years of use .Pathetic battery .But yeah features are good like IP68 ,Wireless Charging .People are just making so much hype about AMOLED Display but I don't think you will even notice that difference if you played 4k videos on both phones .Battery performance n...",3,0.189,0.092,0.719,0.836
flipkart15,Abhik Podder,Terrific purchase,Good phone in this price,5,0.42,0,0.58,0.4404
flipkart15,Tuhin Hasan,Nice product,Excellent product except battery...,4,0.552,0,0.448,0.5719
flipkart15,aman choudhary,Nice product,good,4,1,0,0,0.4404
flipkart15,Suman  Debnath,Wonderful,Good,5,1,0,0,0.4404
flipkart15,Madhu Sudhan,Did not meet expectations,Flipkart is Very Bad. Becuase he is not return mobile if mobile diffective also. my phone is very high heating problem. Battery discharge very fast.touch feeling is not good. customer care response is very bad.,1,0.038,0.336,0.626,-0.9301
flipkart15,Kamlesh Bhandari,Fabulous!,Great product..,5,0.804,0,0.196,0.6249
flipkart15,Pranabesh parija,Best in the market!,WuhBest ph with a perfect cameraZooming was the best part of samsungBetter performance than the others flagship phoneA little hit problemWith a full juice of battery u can take the days of work,5,0.256,0,0.744,0.8519
flipkart15,Jithu A,Wonderful,Good,4,1,0,0,0.4404
flipkart15,Kanhu Charan Sabat,Worth every penny,Perfect condition perfect price,5,0.787,0,0.213,0.8126
flipkart15,Ajit kumar Dangar,Terrific,Amazing camera quality .,5,0.655,0,0.345,0.5859
flipkart15,Rani  Devi,Fabulous!,Nice phone,5,0.737,0,0.263,0.4215
flipkart15,Flipkart Customer,Worth every penny,"Nice handy phone, nice display, smooth operation, value for money. It would be great, if they include charger adaptor also because its not supported other all chargers. Further review will be coming after few months..",5,0.275,0.045,0.681,0.879
flipkart15,Sanoop Krishna,Just wow!,Best offer and mobile,5,0.583,0,0.417,0.6369
flipkart15,Faiz Hyatt,Nice product,The phone is absolutely amazing but the battery isn't.,4,0.241,0,0.759,0.3708
flipkart15,Sujata Sahoo,Terrific purchase,Excellent Mobile I ever Seen.,5,0.552,0,0.448,0.5719
flipkart15,Ansh Agarwal,Wonderful,Wow Nice Phone!!,5,0.878,0,0.122,0.8011
flipkart15,Dwithun  Boro,Awesome,I really liked it......the camera quality is the best one flexib level even  around 45k phones also can't defeat it ...best phone innthis price range ....not only camera all over all its a good phone go for it....guys...only heatting issue...if you don't spend more time in phone then its the bes best best phone,5,0.314,0,0.686,0.9685
flipkart15,Gurmit  Singh,Perfect product!,Excellent mobile,5,0.787,0,0.213,0.5719
flipkart15,Supratick  Khan,Perfect product!,It's a great smartphone.,5,0.672,0,0.328,0.6249
flipkart15,RINTU CHOWDHURY,Perfect product!,Very very nice product...... Good product.... Awesome product...,5,0.68,0,0.32,0.8918
flipkart15,Sudhanya Das,Highly recommended,No words to say Just wowwwww    in love with this 😍phone Each and everything is out of expectaation,5,0.188,0.098,0.714,0.4588
flipkart15,Flipkart Customer,Pretty good,"All good ,👍",4,0.592,0,0.408,0.4404
flipkart15,Vivek  Mathurkar,Fabulous!,Nice...,5,0,0,1,0
flipkart15,Sahil  Rajput,Nice product,Osm this phone,4,0,0,1,0
flipkart15,Ch. Mandeep  Sehrawat,Simply awesome,Very good mobile only  battery  3.5 out of 5,5,0.313,0,0.687,0.4927
flipkart15,Ayush  Pratap Singh,Nice product,Loved it....but battery drains fast and charging is slow,4,0.328,0,0.672,0.5994
flipkart15,Humayun Baidya,Wonderful,Phone is excelentDisplay opPerformance enhanchedCamera bestNight mode best,5,0.375,0,0.625,0.6369
flipkart15,Chandresh Giri  Gauswami ,Must buy!,Superb phone,5,0.804,0,0.196,0.6249
flipkart15,Nishil Choudhary ,Best in the market!,Mind blowing purchase...Camera is just awesome along with amoled display 👏,5,0.313,0,0.687,0.6249
flipkart15,Sagar,Decent product,Good,3,1,0,0,0.4404
flipkart15,Flipkart Customer,Awesome,I like it.......great phone,5,0.556,0,0.444,0.3612
flipkart15,Zaid,Simply awesome,Except from battery phone is perfect for the price.,5,0.316,0,0.684,0.5719
flipkart15,Kuntal Samanta,Slightly disappointed,"Battery heating issue so much, So battery drain also so much",2,0,0,1,0
flipkart15,Sourav  Das,Nice,All performance are good But battery quality is very poor,3,0.134,0.316,0.55,-0.5632
flipkart15,Rajesh Laljibhai Pandya,Best in the market!,Very Good Phone,5,0.615,0,0.385,0.4927
flipkart15,Sobhit  Gadnaik,Not recommended at all,heating issue,1,0,0,1,0
flipkart15,FAIROZ  SHAIKH ,Wonderful,I loved 😍,5,1,0,0,0.5994
flipkart15,kunalan sekar,Best in the market!,Good phone for this price range.,5,0.367,0,0.633,0.4404
flipkart15,Nagaraja G,Delightful,In simple words it's a Flagship phone💥,4,0.219,0,0.781,0.1027
flipkart15,Arshi Fatima ,Really Nice,Fantastic phone with flagship features but the battery backup is slightly less.Overall value for money💰👍,4,0.34,0,0.66,0.6349
flipkart15,Flipkart Customer,Highly recommended,Product was good,5,0.592,0,0.408,0.4404
flipkart15,DIGANTH ACHARYA H M,Absolute rubbish!,Battery excessively draining,1,0,0,1,0
flipkart15,Prashant Singh,Highly recommended,nice product and handy also,5,0.412,0,0.588,0.4215
flipkart15,Akhil Suresh,Delightful,Nice camara,4,0.737,0,0.263,0.4215
flipkart15,sagar choudhary,Must buy!,Owsome product,5,0,0,1,0
flipkart15,sumit beniwal,Delightful,Everything is fine except heating issue,4,0.265,0,0.735,0.2023
flipkart15,Prajwal Hirave,Highly recommended,Samsung made the best fan edition phone,5,0.565,0,0.435,0.7579
flipkart15,Pradip Basak,Delightful,Porduct is good. Need to impove battery backup. Its draining super fast. Not seems like 4500mah. The only drawback of this phone. Hope by updates it will fixed.,4,0.271,0.059,0.67,0.822
flipkart15,YASH KUSHAGRA ,Very Good,Samsung's flagship performance in affordable price best camera in 2023 also..,4,0.384,0,0.616,0.6808
flipkart15,Flipkart Customer,Must buy!,Iam happy this mobile,5,0.552,0,0.448,0.5719
flipkart15,Flipkart Customer,Fair,"Superb product,only con is worst battery backup",3,0.311,0.311,0.379,0
flipkart15,Rahul Dhiman,Bad quality,Amazing phone with this price am so happy after buy it ☺️ 😊 😄,2,0.461,0,0.539,0.8605
flipkart15,Ashish kumar ,Good quality product,Battery backup is not so much good otherwise it is owesome mobile,4,0,0.192,0.808,-0.3843
flipkart15,Flipkart Customer,Good choice,Good product but battery drain and charging time is very badIn this price range also heating the mobile too,4,0.098,0,0.902,0.2382
flipkart15,Vinod Kumar Verma,Awesome,Didn't like the battery backup. Also there's heating problem. I have to do some optimization to reduce heating. Snapdragon 888 is a beast. Camera is awesome.,5,0.213,0.153,0.635,0.4386
flipkart15,Akib  Mallick ,Horrible,Product so bad...front camera as like 2 mp.... Plz don't buy this phone ....,1,0.257,0,0.743,0.4215
flipkart15,Rohit  gupta,Decent product,"Product is OK but not mind blowing , although rthe touch pad is good abut seems performance is slow",3,0.267,0,0.733,0.7019
flipkart15,Gurpreet Singh,Fabulous!,It's awesome,5,0.804,0,0.196,0.6249
flipkart15,Prangyasu  Pati,Pretty good,Battery Performance need to be improve....rest all features are So good,4,0.242,0,0.758,0.4927
flipkart15,Nitish  Saini,Awesome,Very nice phone camera is amazing buy it,5,0.535,0,0.465,0.7841
flipkart15,Flipkart Customer,Super!,Good one 👍,5,0.744,0,0.256,0.4404
flipkart15,Subhankar Mondal,Must buy!,All are good but a bit heating issue is there.,5,0.196,0,0.804,0.2382
flipkart15,Gurpreet Pal ,Simply awesome,Its good within budget of 30 k no other brand can beat,5,0.206,0.156,0.638,0.1779
flipkart15,Umesh Kunwar ,Worth every penny,Nice cameraBattery performance is low,5,0.354,0.266,0.38,0.1779
flipkart15,Flipkart Customer,Great product,Good product tq flipkart,5,0.492,0,0.508,0.4404
flipkart15,Preet  Dhiman ,Wonderful,Fabulous phone,5,0.773,0,0.227,0.5267
flipkart15,Puskar Das,Good choice,Camera is so good👍,4,0,0,1,0
flipkart15,Faisal ali S,Don't waste your money,Worst product Old stock Worst delivery packingOld kit and battery puldge..Un satisfied..This product,1,0,0.427,0.573,-0.8481
flipkart15,Muzamil Hayaat Shah,Very Good,Product is excellent.Only phone have to be charged twice a day.,4,0,0.167,0.833,-0.2023
flipkart15,THAJITH  KUMAR M ,Best in the market!,All good but battery 🔋 drain fast,5,0.281,0,0.719,0.2382
flipkart15,Kasyap KB,Nice product,Nice product,4,0.737,0,0.263,0.4215
flipkart15,Flipkart Customer,Decent product,Overall good but there is heating issue 😐,3,0.245,0,0.755,0.2382
flipkart15,Chandana j  Das,Best in the market!,Super camera,5,0.796,0,0.204,0.5994
flipkart15,LIBIN  BIJU,Fair,Battery too bad...,3,0,0,1,0
flipkart15,Vikram Rabari,Fabulous!,Good performance is price,2,0.492,0,0.508,0.4404
flipkart15,Flipkart Customer,Did not meet expectations,Not buy this phone,1,0,0,1,0
flipkart15,Roshni  Ahirwar,Very Good,This song is the best for under 30000 and this phone is best camera phone and design is too good and performance good and,4,0.415,0,0.585,0.9349
flipkart15,Vivek Sharma,Fair,Battery Drains very fast,3,0,0,1,0
flipkart15,Dharmik Gangani,Really Nice,If you want camera phone then definitely go for it. Best camera under 30k budgets,4,0.406,0,0.594,0.802
flipkart15,Pankaj Hazarika,Excellent,Camera is Very good.  Battery performance is not good.  There's a heating issue . Overall performance is good.,5,0.424,0,0.576,0.8618
flipkart15,Dhananjay Roy,Expected a better product,Don't buy this phone 5g doesn't work 😡😡,2,0,0,1,0
flipkart15,Flipkart Customer,Awesome,"full paisa wasul phone ,go for it",5,0,0,1,0
flipkart15,SHAHARIYADH HOSSAIN SARKAR,Fabulous!,Value for money,5,0.545,0,0.455,0.34
flipkart15,Saurabh K G,Classy product,Flagship experience from Samsung.Pros:OneUICameraDisplay Premium designCons:Battery Backup,5,0.189,0,0.811,0.1027
flipkart15,Amit Singh,Good quality product,Everything is goodExcept battery backup,4,0,0,1,0
flipkart15,Sivaprasad Tj,Good quality product,Good,4,1,0,0,0.4404
flipkart15,Gopal Sani,Must buy!,Justifies the price.,5,0,0,1,0
flipkart15,Kalappa Mutagur,Excellent,"Wow so beautiful camera, in this price range any mobile cannot beat this phone performance especially camera very nice I love it. Negative is only slow charging now days 60, 65, 120wt fast charger available in low end phone also, Samsung to be improve and focus on charging performance, and one more is heating issue heavy...",5,0.258,0.08,0.662,0.9316
flipkart15,Juber  Khan ,Classy product,My life 1st best phone....❤️,5,0.512,0,0.488,0.6369
flipkart15,ANUJ SHRIVASTAVA,Just wow!,After using 10 days here is my review-Camara- flagship Camara 5/5Battery-  not for gamers but in Normal tasks it is.                   ok  for me morning to night 4/5Design- I love  its simple and slim Design 5/5Performance- you'll feel  that you are operating                           any 1 lakh rupee mobile. It's                            features and Performance is                           superb .5/5,5,0.247,0,0.753,0.9473
flipkart15,Dharmendra Singh Shekhawat,nice  platform for shoping,nice discount and product thank you flipkart  good jod,5,0.577,0,0.423,0.802
flipkart15,ANKIT SAINI,Not recommended at all,Battery drain very fast,1,0,0,1,0
flipkart15,Kalpesh Kumar,Excellent,Amazing product,5,0.792,0,0.208,0.5859
flipkart15,SUHAS VARNA B,Just wow!,"Little bit on overheating side and low on battery backup other than this rest everything is great.Good design,  features , software experience and Camera etc Value for money",5,0.081,0.071,0.847,0.0772
flipkart15,Partha Pratim das,Fair,"Horrible battery life,like my 4y old android phone gave me the same sot....heats up really fast...feels like holding onto a hot metal railing on a sunny day Best camera though.",3,0.262,0.094,0.644,0.7414
flipkart15,Deepak Kumar,Really Nice,Under 30k s21fe is the best choice with  camera and performance Best for officeBest for vlogSuper display 👏 120hz,4,0.344,0,0.656,0.8555
flipkart15,Vijay Kumar Yadav,Must buy!,Good morning ☀️☀️🌄,5,0.592,0,0.408,0.4404
flipkart15,arpit  Singh,Nice,All good except battery...battery backup needs improvement via ota update,3,0.424,0,0.576,0.7096
flipkart15,Manoj Sure,Great product,"Amazed by the camera performance,loved the phone design",5,0.314,0,0.686,0.4939
flipkart15,Ankesh  Sharma,Just wow!,Best Camera under This Segment,5,0.512,0,0.488,0.6369
flipkart15,ayush ujjawalkar,Best in the market!,Very nice ...camera and look and display is amazing but battery is quite bad ..,5,0.206,0.24,0.555,-0.4104
flipkart15,Manoj  Singh,Brilliant,"Reviewing after 1month of usage Camera - Best Camera available at 35K-45K range. Dynamic range is awesome, details are amazing, with many features available.Battery- as the phone heats the battery is not long lasting in a full charge it will last about 4-5 hours in normal use and 3-4 hours in heavy use.Display - Display is awesome colours looks good and deatails are eye catching.Design- Phone looks good but plastic back doesn't feels like premium.Overall phone is amazing for me as i...",5,0.224,0.028,0.747,0.9463
flipkart15,Prashant Niladhe ,Horrible,"Heating issues , not expected from brand like samsung",1,0.263,0,0.737,0.3612
flipkart15,Surbhi ,Best in the market!,It is a quite good phn 👍,5,0.444,0,0.556,0.4927
flipkart15,prakhar sharma,Worth the money,Overall it's value for money if you buy it in sale approx 30k it's worth it.And with upgraded processor it's works much better. Also like the camera mode and quality are upto the mark. One thing phone should have is earphone jack.,4,0.203,0,0.797,0.8271
flipkart15,Narottam  Mahato ,Highly recommended,Very Very nice,5,0.628,0,0.372,0.5222
flipkart15,Mahmad Anis Qureshi,Good quality product,Nice mobile.... tnx flipkart,5,0.71,0,0.29,0.5994
flipkart15,Rohit Ranjan,Excellent,Best camera and best display,5,0.737,0,0.263,0.8555
flipkart15,Flipkart Customer,Great product,Speakers crackle at 100% volume. This is the only con.(Snapdragon 888 version),5,0,0,1,0
flipkart15,Raj  shinde ,Not recommended at all,"Overheating, battery drain fast, not recommended",1,0,0.242,0.758,-0.1511
flipkart15,Nitish Sharma,Mind-blowing purchase,"Awesome phone with great performance and nice camera and design is classy and back matt finish is great and light weight, Go for it 👍",5,0.486,0,0.514,0.9584
flipkart15,Ajmal  Hossen ,Excellent,Ph is awesome but the processor snapdragon 888 has some heating problem,5,0.158,0.22,0.621,-0.25
flipkart15,Piyush Singh,Just wow!,It is very  good product and but heating issue  es there,5,0.173,0,0.827,0.2724
flipkart15,Abhisekh  Sahu,Simply awesome,Best camera BTW there little bit heat in outdoor use,5,0.318,0,0.682,0.6369
flipkart15,Shiv shanker Chaudhary,Simply awesome,Product is very good. Battery backup is less as expected. Camera is awesomeDisplay quality is too good.,5,0.299,0,0.701,0.7496
flipkart15,JUBAYER RAHMAN,Excellent,Awesome phn S21 FE...  888 processor is a really goodCamera quality best But heating problem unexpected ....,5,0.242,0.163,0.595,0.1857
flipkart15,Ram Singh Bhandari,Terrific purchase,"Good product, good camera 📸,",5,0.659,0,0.341,0.7003
flipkart15,Flipkart Customer,Super!,Mobile  More hit,5,0,0,1,0
flipkart15,Shahid Chavda,Perfect product!,Nice product,5,0.737,0,0.263,0.4215
flipkart15,Gavesh Jain,Value-for-money,"Battery optimization is bad, and performance is alsoSubpar in this range. Though using it has been a good experience and mostly nothing left undesired apart from battery.",4,0.172,0.109,0.719,0.25
flipkart15,Bijil Johny,Worth the money,A great phone with a nice whole package of everything except battery. It drains fast even though the charging speed is coping up with the battery issue.,4,0.231,0,0.769,0.7845
flipkart15,Ashfaque  Muhammed ,Wonderful,Satisfied!!,5,1,0,0,0.5242
flipkart15,Arvind Raj,Mind-blowing purchase,Very nice,5,0.756,0,0.244,0.4754
flipkart15,Shivi Singh  Bisen ,Mind-blowing purchase,Clean ui loved the smoothness,5,0.688,0,0.312,0.765
flipkart15,Inamul Hoque,Pretty good,Samsung should improve their battery backup. Currently I'm using s22 plus and i bought it for my brother but as usual battery drains faster and heating issue in both the mobile.,4,0.063,0,0.937,0.2382
flipkart15,Flipkart Customer,Good,Battery 🪫 low quick Mobile heating problem,3,0,0.545,0.455,-0.5859
flipkart15,Anish Ansari,Just okay,I think FE edition devices are not so much good instead of official series it's kind of average in looks and performanceI will recommend go to official series not FE,3,0.078,0.081,0.841,-0.0289
flipkart15,Anurag Singhal,Wonderful,Very good product,5,0.615,0,0.385,0.4927
flipkart15,Satya  Prakash,Decent product,Good product,3,0.744,0,0.256,0.4404
flipkart15,Akshay  GV,Value-for-money,"Overall good mobile. Above Average Camera, Battery not lasting more than 6 hours, Average design and good build Quality, Average Performance even after SD888.",4,0.216,0,0.784,0.7003
flipkart15,Manikanta Seerla,Not recommended at all,Not working as expected  camera is not good its not like a dslr pictures not worth to buy on 30000,1,0,0.279,0.721,-0.6348
flipkart15,Rahul Raj,Nice product,Camera is too good But battery drains fast And heating issueDisplay is good Design is to good If you can neglect battery performance then go for it,4,0.263,0.109,0.628,0.6858
flipkart15,Reshma Khatun,Wonderful,Very nice 👍,5,0.756,0,0.244,0.4754
flipkart15,Anandkumar Potdar Iarnna,Great product,Super handy mobile super battery 🔋 back up super speed 🚅,5,0.661,0,0.339,0.9136
flipkart15,sachin yadav,Worth every penny,Good phone at this price,5,0.42,0,0.58,0.4404
flipkart15,Abhishek Singh,Very Good,Good,4,1,0,0,0.4404
flipkart15,DrAnita Maragudri,Worth the money,Excellent,4,1,0,0,0.5719
flipkart15,Pankaj Kumar,Wonderful,Excellent,5,1,0,0,0.5719
